Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
290,0.025139212,0,0.416652996,0,0,0.445419129,0.041666308,0,0,0,0.116716758,0,0,0.775678922,0,0.121584884,0,0.013900181,0,0.327223834,0,0.005407291,0.016,0.230962409,1.008224181,2.289389514
291,0.00410268,0.033584982,0.502479204,0,0,0.457776842,0,0,0,0,0.225479483,0,0.002271327,0.277462446,0,0.04138353,0,0.024900994,0,0.500412463,0.033272456,0,0.014,0.28464631,0.982191034,2.103126408
292,0.045842167,0,0.495342266,0,0,0.755585165,0.054528204,0.007824531,0,0,0.07912755,0,0.031391525,0.271765431,0.023236451,0.066312792,0,0.049419273,0,0.316032229,0,0,0.006,0.344215695,0.945778369,2.196407583
293,0.007971284,0,0.53412988,0,0.018897235,0.418957325,0,0,0,0,0.125750403,0,0.010605077,0.337891199,0.073670636,0.117461689,0,0.011888217,0,0.433561153,0,0,0.036,0.166624562,1.037381098,2.090784098
294,0,0.191628202,0.350570577,0.122947511,0,0.789857585,0,0,0,0,0.029086793,0.020470279,0.092293677,0,0.007452373,0.136041027,0.110075927,0.0026886,0,0.25711722,0,0,0.008,0.328591045,0.952481948,2.110229769
295,0.13589665,0,0.26540114,0.071985781,0,0.396515294,0.155519775,0,0,0,0.134143557,0,0.045914386,0.457345473,0.001557463,0.045289062,0,0,0,0.18937611,0.014977282,0,0.036,0.169246179,1.021661088,1.913921974
296,0.05443453,0.043914081,0.510346586,0,0.161711974,0.348918678,0,0,0,0,0,0.084845281,0.023036003,0.169713938,0.015921331,0.2864091,0,0,0.319203865,0.045133255,0,0,0.002,0.393000652,0.921190972,2.063588623
297,0,0.073942636,0.09855473,0,0.229348157,0.109820562,0.177096711,0,0,0,0.154374827,0,0.029689188,0.215169821,0,0,0,0.011787141,0,0.157987064,0.135363819,0.296616665,0.5,0.021002644,1.081494244,1.689751322
298,0.100660461,0,0.438277422,0,0,0.498429,0.077130207,0.220672288,0,0,0.118335475,0,0.06708899,0.60996493,0.010916201,0.426391284,0,0.088541163,0,0.426208768,0.16121682,0.057048684,0.014,0.270389939,0.973561399,3.300881691
299,0.017360931,0,0.394781928,0,0.098565173,0.199857901,0.228223294,0,0,0,0.097702236,0,0,0.226319943,0,0.050771293,0,0.01642287,0,0.138592891,0,0,0.04,0.154570928,1.036457409,1.46859846
300,0,0.134490294,0.281263939,0,0.105258134,0.286403813,0.058081787,0.007195995,0,0,0.031351413,0.025983489,0,0.211899642,0.028924828,0.136720385,0,0.03997374,0,0.094143509,0.048705838,0,0.13,0.106909444,1.046507149,1.490396804
301,0,0.014754571,0.282547542,0,0.008462908,0.405419414,0.063464435,0,0.063360396,0,0.176915217,0,0,0.47120052,0.165640747,0.15248552,0.063928718,0,0,0.192052389,0,0,0.106,0.115185983,1.042154801,2.060232376
302,0.084159765,0,0.243786943,0,0,0.437171558,0,0,0,0,0.144349888,0,0,0.722253285,0.023725045,0,0,0.012651739,0,0.681751495,0,0.024610553,0.01,0.309337439,0.975980929,2.374460271
303,0.215267738,0,0.637582943,0,0,1.049693594,0.190054871,0,0,0,0.478880789,0,0.086516659,0.309073777,0.010482513,0.196360056,0,0,0,0.552604694,0,0,0.01,0.309895988,0.960660573,3.726517634
304,0.054219135,0,0.182226962,0,0.058949163,0.471200206,0.037245126,0,0,0,0.103328572,0,0.054343283,0.225524236,0,0.054197892,0,0,0,0.101092152,0.005652197,0,0.938,-0.029425052,1.103536151,1.347978923
305,0,0.075090852,0.222469115,0,0,0.224525663,0,0.146133919,0,0,0.124266992,0,0,0.775039571,0.102612108,0.14270828,0,0,0,0.269033936,0,0,0.016,0.226364607,1.009956119,2.081880437
306,0.097291672,0,0.398871166,0,0,0.377609329,0.056179496,0,0,0,0.09270791,0,0.058142544,0.385375235,0.005126476,0.155830788,0,0,0,0.10515259,0.05896786,0,0.008,0.333420081,0.950471502,1.791255067
307,0.600190983,0,0.42406118,0.190570694,0,0.846940962,0.011368309,0.151104852,0,0,0.037655491,0.114644684,0.110434266,0.305938738,0,0.182869547,0,0.358828855,0.231606957,0.112529946,0,0,0.002,0.387888714,0.921819047,3.678745464
308,0,0.075799169,0.271863641,0,0,0.290640294,0,0.023257304,0.069448728,0,0.144745363,0,0,0.700069569,0.000217793,0.115933135,0,0.067335485,0,0.245499805,0,0,0.014,0.28183085,0.979969412,2.004810288
309,0.12392389,0.160028324,0.283957824,0.050433231,0.189878592,0.352131829,0.010811805,0,0.003743194,0,0.058399216,0,0.033638526,0.287673,0.027583107,0.352835695,0,0,0,0.092858964,0.010442944,0,0.014,0.285251014,0.969968446,2.03834014
310,0,0.060466517,0.259753454,0,0.073203927,0.060643505,0.073822845,0,0,0,0.07755138,0,0,0.715866987,0,0.113339603,0,0,0,0.382321585,0.085632409,0.071384284,0.016,0.228629506,1.017849498,1.973986496
311,0,0.105932745,0.293854031,0,0,0.452582835,0.110844369,0.07398192,0,0,0.094641585,0,0.016750615,0.218772724,0.150781388,0,0,0.117961386,0,0.158479484,0.03149634,0.055425361,0.012,0.297023958,0.96242202,1.881504783
312,0,0,0.157489177,0,0.113757144,0.163814275,0,0,0.009325832,0,0.071840374,0,0.008296425,0.409854362,0,0.326445729,0,0.032783151,0,0.115539943,0.023030639,0,0.516,0.016958142,1.097712972,1.432177052
313,0.091936378,0,0.238469173,0,0,0.698427121,0.144206557,0,0,0,0.150622699,0,0.037954028,0.146146763,0,0.067462189,0,0.008637911,0,0.21625244,0.020944167,0,0.034,0.181387722,1.01727821,1.821059428
314,0.082925787,0,0.248083066,0,0,0.262941274,0.10138447,0,0,0,0.06414315,0,0.012318069,0.388186904,0,0.052584759,0,0.00438463,0,0.220467447,0.018488838,0,0.204,0.082357873,1.067674729,1.455908394
315,0.160830913,0,0.478247971,0,0,0.132217798,0.081030524,0,0,0,0,0.020923168,0,0.663885304,0.010884317,0.222446069,0,0,0,0.126476443,0,0,0.004,0.367833457,0.947934152,1.896942508
316,0.114075031,0,0.254331762,0,0,0.359476545,0.015077433,0,0.005154532,0,0.094217075,0,0,0.576105272,0.072857226,0.047321384,0,0.025973482,0,0.253764175,0,0.011102916,0.008,0.314483206,0.962058949,1.829456833
317,0.239103292,0.923500804,0.042884604,0.036018408,0,0.793292667,0.015470461,0.06233197,0,0,0.04326842,0,0.001997714,0.074608316,0,0.640838871,0.029721072,0,0.240636904,0.030997447,0.027585256,0,0,0.525000593,0.852665002,3.202256207
318,0.0309206,0.035132561,0.305694389,0,0.069334793,0.400775666,0,0,0,0,0.186258059,0,0,0.618763234,0,0.0780233,0,0.028301188,0,0.350431221,0.048779731,0,0.014,0.29614373,0.970450845,2.152414742
319,0.183284856,0,0.212278677,0.048931783,0,0.472195392,0,0.030599343,0,0,0.052556504,0.001391092,0.10102641,0.142567919,0,0.147059164,0,0.072468279,0,0.268274367,0.112644608,0,0.024,0.195441867,1.004103676,1.845278393
320,0.145235293,0,0.307082547,0,0,0.314291922,0,0.011686151,0,0,0.148827848,0,0.009746629,0.439646242,0,0.012509484,0,0,0,0.310612075,0.024077334,0,0.016,0.234935914,1.003715144,1.723715526
321,0.101067517,0,0.274426348,0,0,0.394373593,0,0.05623548,0,0,0.041342092,0,0,0.754305037,0.035913083,0.224248391,0,0,0,0.1199044,0,0,0.014,0.283251689,0.982963969,2.001815939
322,0.090874259,0,0.220299048,0,0,0.271154728,0,0.014127148,0,0,0.074719068,0,0,0.60059305,0,0.031813646,0,0.004104773,0,0.354335867,0,0.047743424,0.008,0.322883756,0.965597882,1.709765012
323,0,0,0.15363164,0,0,0.391400983,0.005838796,0,0,0,0.124767045,0,0,0.510783188,0.023419738,0.172644615,0,0.029520603,0,0.23879495,0.005510887,0.065465049,0.238,0.073060609,1.072135129,1.721777492
324,0.156990827,0.256436879,0.071992466,0,0,0.735477195,0,0,0,0,0.116257473,0,0.014659516,0.581201342,0,0.333655985,0,0.00655069,0,0.321722342,0,0,0.006,0.345237645,0.943332796,2.594944715
325,0.086088543,0,0.447538935,0.006860816,0,0.458351006,0,0,0,0,0.06078781,0,0.025160173,0.320199452,0.004441968,0.114150781,0.014195127,0,0,0.200693624,0.009317676,0,0.016,0.254439053,0.99332806,1.74778591
326,0,0.628002085,0.344052769,0.089448656,0.150027906,0.350074999,0.006586017,0,0,0,0,0.032388523,0.039686322,0,0,0.27148906,0,0.008816881,0.237770519,0,0.128344186,0,0,0.550088793,0.837525283,2.286687923
327,0.70384931,0,0.494375586,0.732175949,0,0,0.396877649,0.67694873,0.064359787,0,0.104760568,0,0.169851165,0.108933611,0.237941387,0.384393851,0,0.006178066,0,1.180686056,0.058422423,0,0.01,0.303766717,0.963735737,5.31975414
328,0.145142249,0,0.134830836,0.042443784,0,0.452455605,0.206705756,0,0,0,0.162879805,0,0.041257099,0.40326115,0,0.031551861,0,0,0,0.22739133,0.022588904,0,0.03,0.191115567,1.010440246,1.870508379
329,0.671060395,0,0.456903061,0.469812252,0,0.835698993,0.279623338,0,0.032542219,0,0.174537823,0,0.184168194,0.416652359,0.000542412,0.022648179,0,0,0,0.542066897,0,0,0.004,0.362094289,0.936308604,4.086256121
330,0.234234082,0,0.386825985,0.109446812,0,0.378540157,0.021435682,0.045431615,0,0,0.153131545,0,0,0.94917105,0.039107325,0.18372673,0,0,0,0.347475191,0,0.023754662,0.01,0.313279122,0.964175692,2.872280834
331,0.10047047,0,0.373345773,0,0,0.305148411,0,0.005707578,0,0,0.060023314,0,0,0.70344445,0.048152584,0.196200662,0,0.004532551,0,0.201983455,0.019291509,0,0.006,0.340554813,0.954030852,2.018300757
332,0,0.160363054,0.319086832,0,0,0.484203436,0.031040487,0,0,0,0.057176452,0,0.06401176,0.559448364,0.011686029,0.319449608,0,0,0,0.076170256,0.041604961,0,0.066,0.13993694,1.038241689,2.124241241
333,0.720554982,0,0.497107727,0.180016726,0,0.863461095,0.549206314,0.153094821,0.096098991,0,0.262958391,0,0,0.70278295,0.044567575,0.21435334,0,0,0,0.627888173,0.034954614,0,0.008,0.328658129,0.949758031,4.947045698
334,0,0,0.132605591,0.034606812,0,0.64186319,0.007919355,0,0,0,0.07037058,0,0.065516959,0.397100796,0,0.233386806,0.000110807,0.06441306,0.019948208,0.227497409,0.113625714,0,0.02,0.200923143,1.004715049,2.008965287
335,0.144930677,0,0.369441287,0,0,0.517769598,0.107977699,0.040235498,0,0,0.102656981,0,0.108608444,0.520042937,0.109246082,0.192374742,0,0,0,0.20191547,0,0,0.006,0.342470377,0.94266183,2.415199414
336,0,0,0.58896968,0,0,0.560591094,0.049628397,0,0,0,0.188214299,0,0,0.41729384,0,0.028273985,0,0,0,0.239423685,0,0,0.004,0.371900619,0.936334252,2.07239498
337,0.011870113,0,0.28030045,0,0,0.491329498,0,0,0,0,0.117438616,0,0.081812035,0.513537412,0,0.318942664,0.03686237,0.022889204,0,0.089224869,0,0,0.016,0.25259344,0.986560387,1.96420723
338,0.515804831,0,0.505871309,0,0,0.275090332,0.00394514,0,0.06143819,0,0.079713382,0.041116805,0.051690788,0.159937275,0,0.229320685,0,0,0,0,0.012604734,0,0.008,0.323060283,0.981032642,1.936533469
339,0.360277852,0,0.391043439,0,0,0.325486455,0,0.016256328,0,0,0.145642637,0,0.054594762,0.348427991,0,0.075602685,0,0,0,0.368377433,0.020790523,0.11214954,0.002,0.417037329,0.910405982,2.218649643
340,0,0.118519231,0.279083781,0,0,0.387953163,0.006224384,0,0,0,0,0,0,0.841880373,0,0.142190619,0,0.046037579,0,0.233717429,0,0,0.014,0.262853768,0.999406366,2.055606559
341,0.191841159,0,0.285648831,0,0,0.241646554,0,0,0,0,0.113403959,0,0,0.582252417,0.00023182,0.071020429,0,0,0,0.178716384,0,0,0.004,0.360267422,0.944379533,1.664761555
342,0.106272008,0,0.366905899,0.03073712,0,0.602091527,0,0.03173395,0,0,0.075795802,0,0.038772873,0.220311254,0,0,0,0.042410397,0,0.858654712,0.047342289,0,0.014,0.268981941,0.997701691,2.42102783
343,0.092811327,0,0.228685472,0,0,0.31881491,0,0.071521729,0.02337207,0,0,0.053438115,0.009696167,0.567371945,0.010466343,0.198691927,0.012338318,0.054183439,0,0.857857611,0.108625179,0.085888925,0.02,0.207198012,1.028727835,2.693763479
344,0.201267561,0,0.469379846,0.125607939,0,0.793386426,0.056456378,0,0.107127269,0,0.58012414,0,0,1.428369861,0,0.162247333,0,0.121921382,0,0.206818462,0,0,0.016,0.251431641,0.99207707,4.252706597
345,0,0.30680238,0.157235066,0,0,0.701894871,0.092449162,0,0,0,0.172887771,0,0,0.524659059,0,0.164173512,0,0.025772762,0.03053026,0.083573168,0,0.082270399,0.01,0.307467614,0.958683499,2.342248409
346,0.066818216,0,0.517141301,0.038088487,0,0.468490815,0,0,0,0,0.131619647,0,0,0.830135302,0.003967686,0.123539072,0,0,0,0.188971748,0,0,0,0.460117774,0.888744663,2.368772275
347,0.042646277,0,0.367456229,0,0.076622349,0.273321997,0.249025084,0,0,0,0.087972514,0,0,0.333988578,0,0.075274516,0,0.002622811,0,0.094865786,0.00224057,0.006011467,0.09,0.120515111,1.04660712,1.612048177
348,0,0.146834457,0.146614428,0.044934026,0,0.409737763,0.096531703,0.189937057,0,0,0.009927836,0.051358181,0.081790693,0.132286247,0.175956853,0.385518862,0.052128026,0.310604703,0,0.066532686,0.021560828,0,0.016,0.255392393,0.977468402,2.322254351
349,0.838429794,0,0.929591638,0,0.016327363,0.318112341,0,0.171656572,0,0,0,0.050716353,0.36316974,0.181358725,0,0.184260467,0,0,0,0.110851882,0.094369096,0,0.002,0.411570201,0.929365893,3.258843971
350,0.186923502,0,0.228443579,0,0,0.478463544,0.095665793,0.010833676,0,0,0.027042782,0,0.086494813,0.390821576,0.019201332,0.302177746,0,0,0.072968453,0,0.013960065,0,0.014,0.293098633,0.964365067,1.912996863
351,0,0.066438531,0.298557601,0,0.060972631,0.104398219,0.191859665,0,0,0,0.075919656,0,0.01597942,0.50899709,0,0.049674432,0,0.022369806,0,0.215800203,0,0,0.024,0.194691789,1.021495549,1.610967253
352,0.018365012,0,0.375417391,0,0,0.859250519,0,0,0,0,0,0.058821736,0.0185868,0.163095487,0,0.489894683,0,0.003471167,0,0.014732458,0.016608066,0,0.03,0.190476466,1.016417525,2.01824332
353,0.087360972,0,0.480903474,0.111610793,0,0.381380268,0.119306514,0.043331177,0,0,0.130157054,0,0.082969676,0.098566602,0,0.046209884,0,0.006470934,0,0.103536184,0.050820085,0,0.014,0.271340576,0.986496383,1.742623618
354,0.224956841,0,0.933032652,0.084933164,0.339047743,0.3038138,0.117920769,0,0,0,0.112065142,0,0,0.734964636,0,0.231816868,0.087197476,0.077645109,0.09746831,0.051825608,0.050956066,0,0.002,0.449274483,0.894021761,3.447644183
355,0.063274829,0,0.291860016,0,0.045409726,0.286630539,0.186237969,0,0,0,0.117748913,0,0,0.595025602,0,0.0277673,0,0,0,0.139211692,0,0,0.006,0.33927049,0.94995086,1.753166587
356,0.839915205,0,0.904902101,0,0,0.366994194,0,0.079303011,0,0,0.016504516,0,0.064907109,0.297947498,0,0.12073493,0,0.010144597,0,0.435759031,0.012203656,0.014405046,0,0.543135087,0.841937339,3.163720895
357,0.217816643,0,0.316130709,0,0,0.181206257,0,0.018147713,0,0,0.016589038,0,0.031087135,0.468478692,0,0.028880849,0,0,0,0.509856359,0,0,0.006,0.355097973,0.955121849,1.788193397
358,0.065274873,0,0.456705763,0,0,0.252556379,0.015672474,0.002548426,0,0,0.163134682,0,0,0.615504101,0,0.040357734,0,0.037654683,0,0.265856023,0,0.000798326,0.016,0.259302764,0.998478161,1.916063466
359,0.011683983,0.112268671,0.559705151,0,0,0.537317523,0,0,0,0,0.075477441,0,0,0.561558749,0.000785854,0.337736227,0,0.016220101,0.461640454,0.030274203,0,0,0.002,0.417006549,0.909416752,2.704668356
360,0,0.095673682,0.351464656,0.016899532,0,0.380404276,0.271603368,0,0,0,0.048441728,0,0.059178045,0.116314816,0,0.194553799,0,0.04104516,0.043301064,0,0,0,0.038,0.162624164,1.021260424,1.618880126
361,0,0.069938981,0.438922971,0,0.013593317,0.322000914,0.082136352,0,0,0,0.151168133,0,0.060173893,0.452221408,0,0.079016301,0,0,0,0.143610068,0,0,0.032,0.188955652,1.022331849,1.812782339
362,0.014576848,0,0.359774711,0,0,0.28648226,0.265393224,0,0,0,0.049025866,0,0,0.592945959,0,0.216629232,0,0,0.083278791,0.028124141,0,0,0.02,0.203525994,1.012128381,1.89623103
363,0.170948998,0,0.201272454,0.175770761,0,0.422162491,0.040347941,0,0,0,0.102973851,0,0.116598175,0.136736615,0,0.228751699,0.021528889,0.004540425,0.034629278,0.183319972,0.134928523,0.052910373,0.014,0.285902873,0.964027642,2.027420444
364,0.344673984,0,0.270251514,0.130234385,0,0.432938668,0.265806384,0.00770736,0,0,0.39791844,0,0,0.176459457,0,0.112776555,0,0.006037109,0,0.624034607,0.011538843,0,0.014,0.263095258,0.988210554,2.780377306
365,0.680616035,0,0.60682761,0.012217156,0,0.947048392,0.044533055,0.213316305,0,0,0,0,0.111158359,0.1851835,0,0.135267716,0,0,0,0.506634557,0.02608419,0,0,0.489157016,0.871549783,3.468886876
366,0.197473404,0.638599457,0.383430716,0.05953091,0,0.945588042,0.074135039,0.023627134,0,0,0.311826965,0,0.063884684,0.356714407,0,0.153034555,0,0.083353205,0,0.418070452,0,0,0,0.484619732,0.87447438,3.709268969
367,0,0,0.435490709,0.004611152,0.234064571,0.256803841,0.039009217,0.022699612,0,0,0.13784709,0,0.078250397,0.533946124,0.03343901,0.293514359,0,0,0,0.029891779,0,0.018157099,0.012,0.301897424,0.965165191,2.11772496
368,0.197390364,0,0.194941021,0,0,0.760421975,0.175159364,0.025019597,0,0,0.269884908,0,0.039894234,0.204308302,0,0.006027319,0,0.019374643,0,0.545987417,0,0,0.03,0.190601299,1.020305149,2.438409144
369,0,0.108295084,0.239037744,0,0,0.558354692,0.001257245,0,0,0,0.164908458,0,0,0.40636747,0.030987041,0.422242878,0,0.003520977,0,0.22222401,0.049757907,0,0.018,0.218458804,0.99708112,2.206953508
370,0,0,0.380150248,0,0.112686835,0.247542645,0.059861695,0,0,0,0.066404014,0,0,0.230813642,0,0.125919191,0,0,0.052185716,0.063112329,0.038451621,0,0.438,0.032469102,1.088689746,1.377127935
371,0.454816435,0,0.495653399,0.177053044,0,0.487720784,0.602266304,0.054200643,0,0,0.315786818,0,0.00429685,0.566984681,0.001354736,0.176741347,0,0,0,0.785002787,0,0,0.012,0.302482136,0.964398504,4.121877828
372,0,0.04717202,0.182213667,0,0,0.501539031,0,0,0,0,0.156824625,0,0.021484649,0.411066204,0,0.105593052,0,0.024732754,0,0.485103706,0,0.018017085,0.054,0.147048005,1.042705542,1.953746793
373,1.31982539,0,0.413034346,0.096556481,0,0.695150294,0.25268998,0.033113782,0,0,0.048135109,0,0.090075665,0.146407017,0,0.023064786,0,0.009142702,0.134357802,0.029236828,0,0,0,0.541522376,0.841010957,3.290790184
374,0.255980459,0,0.118771027,0.07549705,0,0.543531814,0,0,0.145361892,0,0.054358405,0,0.008472889,0.481331416,0.010186906,0.28739564,0,0.004883708,0,0.173806186,0.068651854,0,0.014,0.268264944,0.976940218,2.228229247
375,0.221245814,0,0.046476886,0.215305125,0,0.375649007,0.127129826,0.03866746,0,0,0.227939163,0,0.270674552,0.379729316,0.004302497,0.129364766,0,0,0,0.499391243,0.00396111,0.072815692,0.04,0.153775138,1.027315049,2.612652457
376,0.245805583,0,0.248306207,0.042999634,0,0.343076571,0,0.047981761,0,0,0,0.133835107,0.018496403,0.518924115,0.030599608,0.255952878,0,0,0,0.632456367,0.056191116,0.034635622,0.014,0.287616793,0.977979722,2.609260973
377,0.069661433,0,0.305693217,0.057626459,0,0.258992857,0.013181492,0,0,0,0.091221551,0,0.305156205,0.367644186,0,0.017912486,0,0.001254976,0,0.312614454,0.049718214,0.044999608,0.038,0.156172703,1.028411365,1.895677139
378,0.270551487,0,0.891288013,0,0.043410866,0.240722039,0.107297367,0.024834824,0,0,0.06673859,0,0,0.46380235,0,0.168085549,0,0,0,0.079539966,0,0,0,0.504773377,0.868990368,2.356271051
379,0.027166752,0,0.519390311,0,0,0.11547878,0,0.051071459,0.095973511,0,0.12626359,0,0,0.429356674,0,0.123805194,0,0.018134417,0,0.32535244,0,0,0.016,0.248747946,1.005210496,1.831993129
380,0,0.185362802,0.190788935,0,0,0.447389178,0.033574666,0.034712432,0,0,0.035391596,0,0.075038436,0.508531481,0.013531732,0.176183037,0.042312146,0.066983932,0,0.313923352,0.15273942,0.004016425,0.006,0.346205679,0.940957917,2.28047957
381,0.419158184,0,0.278264009,0,0,0.220135831,0,0.002915788,0.04357887,0,0.057227867,0,0,0.634794703,0,0.089769059,0,0,0,0.09237816,0.023561709,0,0.002,0.392873348,0.929294734,1.861784181
382,0.055042213,0,0.300183101,0,0,0.344529959,0.14875803,0,0,0,0.087239536,0,0.003943289,0.285033329,0.036682799,0.063272671,0,0,0,0.096975957,0.016291286,0,0.356,0.045601957,1.074934097,1.437952169
383,0,0.020051384,0.629812338,0,0.062946257,0.307486651,0,0,0.078208645,0,0.129675594,0,0.039379244,0.127627066,0,0.189015173,0.05224166,0,0,0.146973769,0.032645971,0,0.034,0.184501021,1.035760955,1.816063752
384,0,0.299504055,0.074492353,0,0.006815566,0.156544707,0,0.052083962,0.037035686,0,0.217797827,0,0,0.550531797,0,0.277582524,0,0,0,0.249020266,0.006061495,0.022395377,0.138,0.103542265,1.058681118,1.949865616
385,0.339719521,0,0.132244894,0.089295188,0,0.332744623,0.036704271,0.019626921,0.037229221,0,0.052232118,0.022029358,0.104248482,0.680367988,0,0.046518232,0,0,0.098317062,0,0.028265943,0,0.014,0.296239101,0.968642212,2.019543822
386,0.152017411,0,0.196045701,0.002880987,0,0.670975964,0.221387574,0.0322366,0,0,0.114389326,0,0.027480283,0.222394945,0,0.172880454,0,0.004159846,0,0,0,0,0.322,0.05318215,1.070174747,1.816849091
387,0.17683539,0,0.156988146,0,0,0.468977958,0,0.019439334,0.041477766,0,0.079640265,0.068606347,0.063049719,0.303260395,0,0.225719815,0,0.012242074,0,0.085350879,0,0,0.354,0.047410818,1.068862617,1.701588088
388,0.079655963,0,0.225433566,0.058423444,0.016003943,0.33505245,0.122404325,0,0,0,0.092346553,0,0.042694136,0.478873833,0,0.382074114,0.005057346,0,0,0.044570117,0.000720242,0,0.034,0.182636696,1.016968188,1.883310033
389,0,0,0.516079536,0.038178614,0,0.287290323,0,0,0,0,0.154488874,0,0.044947955,0.417620777,0.075397061,0.126615916,0,0,0,0.127087517,0.030759095,0.036118038,0.026,0.191944631,1.02279099,1.854583705
390,0.150947066,0,0.159274889,0,0,0.38634031,0.04549607,0,0,0,0.119488269,0,0.044124098,0.520012861,0.00782998,0.214453162,0,0.051297956,0,0.243515724,0.074674858,0.010870937,0.016,0.229101798,0.994914769,2.028326181
391,0.021515176,0,0.476591389,0,0.073710756,0.215217737,0.13553004,0,0,0,0.093539403,0,0,0.428540674,0.007016621,0,0,0,0,0.216729507,0,0.042070646,0.034,0.18197754,1.032696152,1.71046195
392,0.168443015,0,0.56834035,0.044201369,0,0.780902177,0.093040632,0.108183621,0,0,0.166369135,0,0,0.421881335,0.054463037,0.319999404,0,0,0,0.213624451,0,0,0.002,0.389038135,0.922175891,2.939448527
393,0,1.072789068,0.306419748,0.128409792,0.182550591,1.02089046,0.011888109,0.063195527,0,0,0.057853876,0,0.071467045,0.133623909,0.032581767,0.23669022,0,0.146443036,0,0.262268159,0.001921659,0,0,0.483808331,0.874508854,3.728992966
394,0.212851375,0,0.19274072,0.082987868,0,0.318671117,0.251310118,0.058377455,0.01060568,0,0.234972711,0,0.093442597,0.396026144,0.0085517,0.112448591,0,0,0,0.056276005,0.022788463,0,0.018,0.22104529,0.994493859,2.052050546
395,0,0.011674155,0.43613508,0,0,0.76901129,0.075577167,0,0,0,0.284994305,0,0.015454078,0.208979864,0.131668327,0.484595562,0.056036879,0,0,0.468578175,0,0,0.016,0.240464759,0.986650039,2.942704881
396,0.186094118,0.068152279,0.176786325,0.089074347,0,0.727906711,0.082848062,0.193353186,0,0,0.131596096,0,0.065440114,0.220952494,0.058973049,0.255525192,0,0.053410956,0,0.427141809,0.020793382,0,0.016,0.226616929,0.992344187,2.758048119
397,0.163701694,0,0.484799993,0,0,0.44170018,0.014263835,0,0,0,0.153972265,0,0.048818365,0.17580856,0,0.124415954,0,0,0,0.281928566,0.085850848,0,0.002,0.39857462,0.919953817,1.975260259
398,0,0.013632271,0.327424541,0.030771593,0,0.389032928,0,0,0,0,0.031033413,0,0.049102952,0.434930905,0,0.039626888,0,0,0,0.201539073,0.015916961,0,0.634,0.004526834,1.107346886,1.533011525
399,0.168716192,0.27096392,0.607265213,0,0,1.212934954,0.232320936,0.101923928,0,0,0.292911649,0,0.092557817,0.371007204,0,0.112878516,0,0.032826599,0,0.384739226,0.028437057,0.045071245,0.004,0.366693175,0.932769237,3.954554457
400,0.069204875,0,0.152080777,0,0.06668976,0.136950596,0,0,0.024146571,0,0.097451094,0,0,0.812508055,0,0.104163194,0,0,0,0.195049861,0,0.016280654,0.128,0.107757925,1.09258618,1.674525437
401,0.238476319,0,0.304994628,0.370634062,0,0,0.459502826,0.026628953,0,0,0.036826718,0.151376498,0.049416455,0,0,0.160994889,0,0.010243484,0,0.37611363,0.050170371,0.050202697,0.008,0.331265426,0.953139496,2.285581531
402,0.444173603,0,0.338692656,0.070361074,0,0.889896257,0.035672487,0,0,0,0.164952762,0,0.190891852,0.528122525,0.016631003,0.123874921,0,0,0,0.123974346,0.207252141,0,0.006,0.356396202,0.936440731,3.134495628
403,0,0.076789053,0.265056043,0,0,0.493693811,0.06459222,0.023925752,0,0,0.115294264,0,0,0.997451486,0.029230629,0.327488963,0,0.072427028,0,0.280866584,0,0,0.016,0.232546387,1.005719898,2.746815832
404,0,0,0.254706666,0,0.149757942,0.306099684,0.071194361,0,0,0,0.153942912,0,0,0.296630789,0.139192339,0.159251974,0,0,0,0.083679462,0,0,0.342,0.048844756,1.068590207,1.61445613
405,0,0,0.617100998,0,0.089542509,0.629175463,0.052316686,0,0,0,0.251943786,0,0,0.540044705,0,0.176054772,0,0.025352866,0,0.182480954,0,0,0.002,0.391661949,0.922754171,2.564012737
406,0.134009829,0,0.187613306,0,0.002429635,0.365267035,0.147924896,0,0,0,0.141207254,0,0,0.666004147,0.151654731,0.163762356,0,0,0.012877864,0.10101521,0,0,0.022,0.197422193,1.01289236,2.073766263
407,0.215738232,0,0.109484215,0.012304091,0,0.196935296,0.082965066,0.057064045,0.014958235,0,0.032496499,0,0.060367349,0.447026517,0.00466516,0.344699399,0,0,0,0.199668723,0.012519122,0,0.016,0.256347207,0.985775604,1.790891947
408,0,0.008957849,0.296330067,0.040637216,0,0.259313137,0.043894893,0.095859792,0,0,0.063340382,0,0,0.280304265,0.074208527,0.113503526,0,0.066942439,0,0.253862186,0.00688059,0.045721783,0.016,0.240862829,0.98904805,1.649756652
409,0,0.306772983,0.192964725,0,0,0.489096749,0.080447074,0,0,0,0.055783684,0,0.052551246,0.286123224,0.049417881,0.255837332,0,0.141841791,0,0.225076109,0.084073574,0,0.008,0.329677645,0.946041533,2.219986372
